"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-14","2019","04","14","†","5.0","","2.0","","3.5","","14.5","","0.0","","23.6","","0.0","","23.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-15","2019","04","15","†","10.0","","2.5","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-16","2019","04","16","†","9.0","","0.0","","4.5","","13.5","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-17","2019","04","17","†","10.5","","0.5","","5.5","","12.5","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-18","2019","04","18","†","22.5","","4.0","","13.3","","4.7","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-19","2019","04","19","†","8.0","","8.0","","8.0","","10.0","","0.0","","17.8","","0.0","","17.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-20","2019","04","20","†","8.5","","4.0","","6.3","","11.7","","0.0","","10.0","","0.0","","10.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-21","2019","04","21","†","13.0","","4.5","","8.8","","9.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-22","2019","04","22","†","17.0","","6.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-23","2019","04","23","†","15.0","","6.0","","10.5","","7.5","","0.0","","3.8","","0.0","","3.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-24","2019","04","24","†","15.0","","3.0","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-25","2019","04","25","†","14.0","","1.0","","7.5","","10.5","","0.0","","18.0","","0.0","","18.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-26","2019","04","26","†","14.5","","5.0","","9.8","","8.2","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-27","2019","04","27","†","8.5","","1.5","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-28","2019","04","28","†","12.5","","1.0","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-29","2019","04","29","†","6.5","","-0.5","","3.0","","15.0","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-30","2019","04","30","†","10.0","","2.0","","6.0","","12.0","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-01","2019","05","01","†","7.0","","4.0","","5.5","","12.5","","0.0","","17.0","","0.0","","17.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-02","2019","05","02","†","10.0","","4.0","","7.0","","11.0","","0.0","","15.6","","0.0","","15.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-03","2019","05","03","†","14.0","","4.0","","9.0","","9.0","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-04","2019","05","04","†","14.0","","6.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-05","2019","05","05","†","17.5","","5.0","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-06","2019","05","06","†","24.5","","6.5","","15.5","","2.5","","0.0","","9.8","","0.0","","9.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-07","2019","05","07","†","17.0","","8.0","","12.5","","5.5","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-08","2019","05","08","†","10.5","","3.5","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-09","2019","05","09","†","17.5","","5.0","","11.3","","6.7","","0.0","","16.0","","0.0","","16.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-10","2019","05","10","†","16.5","","6.0","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-11","2019","05","11","†","13.5","","1.0","","7.3","","10.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-12","2019","05","12","†","8.0","","6.0","","7.0","","11.0","","0.0","","11.0","","0.0","","11.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-13","2019","05","13","†","8.5","","4.0","","6.3","","11.7","","0.0","","11.0","","0.0","","11.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-14","2019","05","14","†","16.5","","3.5","","10.0","","8.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-15","2019","05","15","†","21.5","","5.5","","13.5","","4.5","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-16","2019","05","16","†","15.5","","8.0","","11.8","","6.2","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-17","2019","05","17","†","20.0","","7.5","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-18","2019","05","18","†","15.0","","7.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-19","2019","05","19","†","20.0","","7.5","","13.8","","4.2","","0.0","","2.8","","0.0","","2.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-20","2019","05","20","†","18.0","","11.0","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-21","2019","05","21","†","20.0","","5.0","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-22","2019","05","22","†","13.0","","7.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-23","2019","05","23","†","26.0","","6.0","","16.0","","2.0","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-24","2019","05","24","†","21.0","","9.5","","15.3","","2.7","","0.0","","11.0","","0.0","","11.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-25","2019","05","25","†","20.5","","8.0","","14.3","","3.7","","0.0","","13.8","","0.0","","13.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-26","2019","05","26","†","25.0","","9.5","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-27","2019","05","27","†","24.0","","11.5","","17.8","","0.2","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-28","2019","05","28","†","13.0","","8.0","","10.5","","7.5","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
